id,title,price,stock,category,rating,image_url
8b6297c7-23cf-4e2b-8f8c-c153e1ffdb5a,The House by the Lake,£36.95,In stock,Historical Fiction,1,../../../../media/cache/0d/cb/0dcb33d60b0e79adf8ab9842e697ea2e.jpg
bcbca445-38d9-43b5-910e-ddf6d5cefd76,Mrs. Houdini,£30.25,In stock,Historical Fiction,5,../../../../media/cache/0e/fe/0efe86960cdff718aed01a5c3f65b1c3.jpg
8fbade6b-0563-477f-ba5a-644bbd1a1e1b,The Marriage of Opposites,£28.08,In stock,Historical Fiction,4,../../../../media/cache/0f/c2/0fc21ec3489cb23116778ee84f425eca.jpg
2afac521-af8c-4128-af69-6bc13d21f596,Glory over Everything: Beyond The Kitchen House,£45.84,In stock,Historical Fiction,3,../../../../media/cache/96/41/964194a317f8ce5ed031bf4c9ceb43ab.jpg
d9dd727d-5c4b-4ced-82ce-b146b0183836,"Love, Lies and Spies",£20.55,In stock,Historical Fiction,2,../../../../media/cache/7a/22/7a224a6e174af91950e9b124afe54e0e.jpg
d74213c9-805f-419e-a4b2-949c002fa12d,A Paris Apartment,£39.01,In stock,Historical Fiction,4,../../../../media/cache/16/57/16575316618bd7e922d5b0e0f87de2ca.jpg
d5e5ec53-ab62-48b4-b11a-79955ad460a9,Lilac Girls,£17.28,In stock,Historical Fiction,2,../../../../media/cache/6c/2e/6c2e764e3ea89859b52df8de4f12af7a.jpg
5ea88ee6-1745-4168-8070-bbd131ac7c3c,The Constant Princess (The Tudor Court #1),£16.62,In stock,Historical Fiction,3,../../../../media/cache/fc/80/fc80b999ff4b8ef24b7071f62d2bf6d1.jpg
bb4b0845-59ec-46a8-95fa-4045d6c054c0,The Invention of Wings,£37.34,In stock,Historical Fiction,1,../../../../media/cache/62/fa/62fa1e72f06f05762db5d9cedf654153.jpg
d2676fd4-ceab-4123-90e3-c8ca9b61b9e3,World Without End (The Pillars of the Earth #2),£32.97,In stock,Historical Fiction,4,../../../../media/cache/be/7c/be7ce6fbc9a8e1a5a5b5c32e73cfd78a.jpg
486ea12a-ddab-401f-a8f8-29c85f3a8f8e,The Passion of Dolssa,£28.32,In stock,Historical Fiction,5,../../../../media/cache/6b/82/6b822681c4035131560d40dd3b5a6a2e.jpg
43888b28-b286-4d93-8fc2-34ccd4bdb601,Girl With a Pearl Earring,£26.77,In stock,Historical Fiction,1,../../../../media/cache/b7/ad/b7ad37d93d8401c84d7325aa645ff6d5.jpg
8ae91d10-5993-4088-936b-109cb434e378,Voyager (Outlander #3),£21.07,In stock,Historical Fiction,5,../../../../media/cache/b5/d8/b5d813da01f2ccd7bcfe34e2b875e752.jpg
16be0b2d-446b-4301-aedb-f667163a0479,The Red Tent,£35.66,In stock,Historical Fiction,5,../../../../media/cache/b2/8f/b28f211e50e74445ca071d4279d1080d.jpg
767a215e-cc35-478c-b826-b9f8ea6ff3bd,The Last Painting of Sara de Vos,£55.55,In stock,Historical Fiction,2,../../../../media/cache/bf/fd/bffd473ab232c5f35e8c81bb927f1624.jpg
4251c555-d89b-4853-b64f-9accecd49e1b,The Guernsey Literary and Potato Peel Pie Society,£49.53,In stock,Historical Fiction,1,../../../../media/cache/18/f7/18f7bf6366cd7a8b947fd790d808047b.jpg
5ed4c2e4-04c0-41e7-a3fd-aea808fe2469,Girl in the Blue Coat,£46.83,In stock,Historical Fiction,2,../../../../media/cache/bf/7a/bf7a5bc1d1ebac5e9b6fbb147828a123.jpg
83d013be-409b-4a06-8a13-d2b520fd9b1e,Between Shades of Gray,£20.79,In stock,Historical Fiction,5,../../../../media/cache/f9/19/f919f64fc0e3642cdc604134bfd93774.jpg
2fd7a821-5ac0-460e-8cca-a1954f1df85c,While You Were Mine,£41.32,In stock,Historical Fiction,5,../../../../media/cache/45/e8/45e87bcad554d79eadf0f89df9cac6f9.jpg
9e24ea95-8fb5-4054-afb8-c73aa0b183aa,The Secret Healer,£34.56,In stock,Historical Fiction,3,../../../../media/cache/69/d2/69d225899cce0a150c605ead01e02f60.jpg
c27ce862-6d1e-45ed-b3c2-38f955538ce7,Starlark,£25.83,In stock,Historical Fiction,3,../../../../media/cache/b4/9e/b49e66e8f446d9a3dae488955f2aa487.jpg
57c27463-a6b9-44d3-8a8b-05aa38a9f18e,Lost Among the Living,£27.70,In stock,Historical Fiction,4,../../../../media/cache/5a/40/5a40d914bc3491e5909f1167f9cb34f2.jpg
1c157390-46cf-4ed5-804b-991963d571cd,A Spy's Devotion (The Regency Spies of London #1),£16.97,In stock,Historical Fiction,5,../../../../media/cache/1b/5f/1b5ff86f3c75e51e24c573d3f8bffd8f.jpg
852b7f3c-872c-4d09-8125-c974bbfae98e,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),£52.29,In stock,Sequential Art,5,../../../../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
3eecd883-f847-4251-8349-d992e53eda46,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),£16.28,In stock,Sequential Art,1,../../../../media/cache/36/df/36df4caaf1420b1183a8235355d39e69.jpg
7069245f-e2f4-462d-af25-d4a73362cfb9,This One Summer,£19.49,In stock,Sequential Art,4,../../../../media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg
90525892-d311-4ff8-9b27-97edad63743e,The Nameless City (The Nameless City #1),£38.16,In stock,Sequential Art,4,../../../../media/cache/f4/79/f479de5f305c2ac0512702cf7155bb74.jpg
10b7d459-1fad-40d5-a0f5-f0e638cc4fef,"Saga, Volume 5 (Saga (Collected Editions) #5)",£51.04,In stock,Sequential Art,2,../../../../media/cache/e1/ea/e1ea6cb36e62ae6dc7b805f68ab9a700.jpg
8f9dd180-abb0-4fae-9897-26273b7878ac,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",£50.40,In stock,Sequential Art,3,../../../../media/cache/f3/ef/f3efd43ae0fa85d9b325d5e8783e7af5.jpg
bf05613c-59b5-4231-b833-0db2241e1f85,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",£13.61,In stock,Sequential Art,5,../../../../media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg
19b811f0-ea42-40fa-a21d-b06729a5889c,"Pop Gun War, Volume 1: Gift",£18.97,In stock,Sequential Art,1,../../../../media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg
1b6cc4d3-a9ef-4a34-8978-b5c933fc259b,Patience,£10.16,In stock,Sequential Art,3,../../../../media/cache/01/72/01726c619a05114dca75bd840095016d.jpg
aa217ccc-c609-4437-a1f4-c536049cc4e0,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",£15.44,In stock,Sequential Art,4,../../../../media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg
7dd7838d-28d5-4741-91b6-01a6578d00e3,orange: The Complete Collection 1 (orange: The Complete Collection #1),£48.41,In stock,Sequential Art,1,../../../../media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg
edda1ba6-be44-4d9d-951e-34e3bf8d1e14,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",£46.91,In stock,Sequential Art,2,../../../../media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg
edf5817f-5254-416b-9fe7-227103be7f95,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",£45.61,In stock,Sequential Art,3,../../../../media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg
32ea531c-09a3-476d-b078-9a9085696c61,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),£19.92,In stock,Sequential Art,2,../../../../media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg
f97f994e-f16d-4f3e-94cc-52aee7c5195c,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17,In stock,Sequential Art,2,../../../../media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg
ba9cca53-0fb9-44b1-878e-e82571d0b897,I am a Hero Omnibus Volume 1,£54.63,In stock,Sequential Art,3,../../../../media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg
3ae28ef3-d70a-4537-acb6-3493ebca887b,"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11,In stock,Sequential Art,2,../../../../media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg
1f39361b-91b9-405a-a519-4a0f3b488cc5,Danganronpa Volume 1,£51.99,In stock,Sequential Art,4,../../../../media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg
d2945702-b4dc-43d0-a187-d98ec00357d0,"Codename Baboushka, Volume 1: The Conclave of Death",£36.72,In stock,Sequential Art,4,../../../../media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg
58394a46-3de0-4e31-a3af-0631efa940a6,Camp Midnight,£17.08,In stock,Sequential Art,4,../../../../media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg
32eb0f49-1dd8-445a-8107-d019ccbb8c22,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",£37.92,In stock,Sequential Art,2,../../../../media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg
f55402e7-b7ba-4fde-a000-67cacc7b3289,The Shadow Hero (The Shadow Hero),£33.14,In stock,Sequential Art,1,../../../../media/cache/1f/62/1f621dda1b302fc16d83d94b0b5ac31c.jpg
958af9e7-c369-4beb-80ed-3bb0c501ec03,"Fables, Vol. 1: Legends in Exile (Fables #1)",£41.62,In stock,Sequential Art,4,../../../../media/cache/51/8c/518c184a793b751b43045637c8002eb7.jpg
9abd3333-f8d7-45e9-86db-dacb40e51d63,Batman: The Long Halloween (Batman),£36.50,In stock,Sequential Art,2,../../../../media/cache/78/a7/78a7f184a4d6d62412861c68f1c3ad90.jpg
03c59e29-13c6-49c2-8d21-a9f8d5faf60a,Batman: The Dark Knight Returns (Batman),£15.38,In stock,Sequential Art,5,../../../../media/cache/be/a9/bea95dbd7b2a843519c9a1dcfc433f9b.jpg
3207e9ed-3612-4bca-b26a-934449da686f,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",£37.34,In stock,Sequential Art,4,../../../../media/cache/19/39/19396172462f4cc0504d4e6e8b0e1647.jpg
b446ff91-f9f4-4cbd-8e5a-0c277347f0bb,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",£53.90,In stock,Sequential Art,1,../../../../media/cache/66/d6/66d6d2b4c0acfa8f40ad0285186ed2d8.jpg
0f646722-da5e-4590-9c75-957053f52c24,Through the Woods,£25.38,In stock,Sequential Art,2,../../../../media/cache/4c/af/4caf8f2a5ee8828d408cc8faadd3419c.jpg
6519f1e7-8a25-4360-82a9-8c99a6e69275,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),£11.89,In stock,Sequential Art,5,../../../../media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg
eefefa0c-3285-41c5-a937-4d77f02a3e0d,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",£35.43,In stock,Sequential Art,4,../../../../media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg
3027e26b-baaa-40b3-a313-0642eaae912e,Robin War,£47.82,In stock,Sequential Art,3,../../../../media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg
4d0ae7b6-de24-4959-abcb-db6f25776a48,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",£25.48,In stock,Sequential Art,2,../../../../media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg
fcc0e367-9b59-48d3-babd-6eaca95a85a9,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",£38.39,In stock,Sequential Art,2,../../../../media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg
cdcaa42f-8203-4356-9c38-6df784a86a07,Lowriders to the Center of the Earth (Lowriders in Space #2),£51.51,In stock,Sequential Art,2,../../../../media/cache/b2/97/b2978e96069dd91785e5ab0bc99c022e.jpg
abfecbc4-b415-467a-bc57-79264c853c16,El Deafo,£57.62,In stock,Sequential Art,5,../../../../media/cache/34/eb/34eb0f1b570d4f1f6ad106652f1ac6ff.jpg
e50cfe92-8206-42cd-82e3-e70605647450,Batman: Europa,£32.01,In stock,Sequential Art,2,../../../../media/cache/f1/fe/f1fecf0ce9b5771e4d2c9619e8550988.jpg
3efca924-f021-4f51-97a9-6c770e1eae29,Art Ops Vol. 1,£48.80,In stock,Sequential Art,3,../../../../media/cache/0b/b4/0bb4c64f1522c033368df5567a349472.jpg
1c759b4e-0e55-4023-8eab-bc8999c3febb,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",£10.90,In stock,Sequential Art,2,../../../../media/cache/a2/b9/a2b974e5a66e7502c77d2e4632abe033.jpg
75fa6049-c606-4bbb-b020-1db3b210562a,"Fruits Basket, Vol. 9 (Fruits Basket #9)",£33.95,In stock,Sequential Art,4,../../../../media/cache/7c/ea/7cea6ff4f6f1427739b136db35fbfad4.jpg
fa564b5f-713b-45c0-b358-61396eaff182,Roller Girl,£14.10,In stock,Sequential Art,5,../../../../media/cache/b8/bd/b8bd3e5bc547c7c851689a844c9db429.jpg
fdd23872-a4bd-4d04-ba69-bda78295df8f,"Fruits Basket, Vol. 7 (Fruits Basket #7)",£19.57,In stock,Sequential Art,1,../../../../media/cache/b4/36/b43672509477baa090e57ebeacbb28fb.jpg
a2bdc1cb-7cfa-46ac-90e3-27417571ee5f,"Fruits Basket, Vol. 6 (Fruits Basket #6)",£20.96,In stock,Sequential Art,4,../../../../media/cache/94/1a/941a14dec32f0a949c38a325a715c138.jpg
9dd7f12b-efd5-4f00-bc1a-58fc0334c2fd,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",£36.39,In stock,Sequential Art,3,../../../../media/cache/07/5c/075c210f5ce43b84d29646a54529d1bd.jpg
3ec9befa-cb7d-4dbc-9e38-07bab7f7e8d2,"Fruits Basket, Vol. 5 (Fruits Basket #5)",£16.33,In stock,Sequential Art,1,../../../../media/cache/51/cf/51cf19c74f21a7043910615fefcf0847.jpg
4d196268-3840-458a-8647-0e700056bb76,"Death Note, Vol. 5: Whiteout (Death Note #5)",£52.41,In stock,Sequential Art,1,../../../../media/cache/4e/c1/4ec161cc09ee437c9eda6d437d232a11.jpg
20db8c48-1091-438d-84a1-a5e276ff658f,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",£27.88,In stock,Sequential Art,2,../../../../media/cache/47/71/477173fe3000a6da4b241c2e71a21418.jpg
2559422f-13af-4668-88ac-2005ed93d6d6,"Fruits Basket, Vol. 4 (Fruits Basket #4)",£50.44,In stock,Sequential Art,4,../../../../media/cache/38/79/38794d8729a111018260d931e7101de2.jpg
e245bd07-9c8a-45fd-a954-99be8d0fab8d,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",£14.41,In stock,Sequential Art,3,../../../../media/cache/ee/ed/eeeddf8af9e6cc8c7f71c0e41de1b562.jpg
7149d894-0fd7-4c54-862b-ec54c4f31b02,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",£55.55,In stock,Sequential Art,5,../../../../media/cache/bb/18/bb1845c22faea465cad3d556d22936a2.jpg
d93013b2-26ee-4e3d-b1b9-27f136f52e18,"Saga, Volume 3 (Saga (Collected Editions) #3)",£21.57,In stock,Sequential Art,5,../../../../media/cache/d8/fd/d8fd30b3e5781e880a3efe4c9495b417.jpg
bfe2ad91-0683-4947-a72c-1a43fab8bc49,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),£43.63,In stock,Sequential Art,3,../../../../media/cache/c9/a5/c9a559e3ba407c1d70ebfc4e2f0d82db.jpg
92c34e09-32c1-478a-93ad-407be87ed849,Persepolis: The Story of a Childhood (Persepolis #1-2),£39.13,In stock,Sequential Art,1,../../../../media/cache/14/98/14987a55d9609e706d2619814e2a8b0a.jpg
dae8f638-29bc-4648-a3dd-f40dfb83ce4d,Original Fake,£31.45,In stock,Sequential Art,3,../../../../media/cache/e7/29/e72934871f9b42a807d976670a446e12.jpg
5fae3a5e-0a7b-4a40-909a-51a6f3af8e0a,"Grayson, Vol 3: Nemesis (Grayson #3)",£42.72,In stock,Sequential Art,1,../../../../media/cache/f9/4c/f94cfc3c82abb799568d1ea029b1d3d1.jpg
849eb720-47b4-45f1-8929-3584f35a3fa8,"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17,In stock,Sequential Art,2,../../../../media/cache/7b/e7/7be75475a916d6df4edebfc5fe36c3f9.jpg
72ae955d-5bbf-439d-8d6b-4c0963f01c82,"Black Butler, Vol. 1 (Black Butler #1)",£49.31,In stock,Sequential Art,1,../../../../media/cache/99/48/9948564dec3ac2f9e32419911b181e37.jpg
4ce8325a-6635-444b-871a-223a6f5e06e0,Awkward,£38.02,In stock,Sequential Art,2,../../../../media/cache/41/72/417255e608c389aedfb68491dae92c9c.jpg
fe894123-a74f-4a0b-ac76-fb03aa913754,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",£54.81,In stock,Sequential Art,1,../../../../media/cache/e3/ae/e3ae48fe07d77611b49b5b78d99418ae.jpg
42d40c00-f573-467b-ab45-e8838cce01d7,"Saga, Volume 2 (Saga (Collected Editions) #2)",£11.75,In stock,Sequential Art,3,../../../../media/cache/1a/eb/1aeb5d30809ad96d7c323228a2bd23d3.jpg
99ae77ab-629a-4e82-b40b-7e68b8c8cce5,"Fruits Basket, Vol. 2 (Fruits Basket #2)",£11.64,In stock,Sequential Art,5,../../../../media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg
37366602-9c27-49ab-9c94-902f33c99146,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51,In stock,Sequential Art,4,../../../../media/cache/ae/16/ae169bb5ae814e0fb900cdf9e99332a7.jpg
1a31e8b7-7154-4dd0-886e-428d47c8f62f,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52,In stock,Sequential Art,2,../../../../media/cache/64/75/64752f8cdae54b164fb81bfd81accd55.jpg
